     0.775     0.003     0.622     0.000     0.375     2.000
     1.027     0.018     0.768     0.000     0.214     2.000
     0.724     0.002     0.586     0.000     0.412     2.000
     1.548     0.376     0.591     0.000     0.033     2.000
     0.364     0.000     0.320     0.000     0.680     4.000
     0.195     0.000     0.219     0.000     0.781     4.000
     0.529     0.000     0.438     0.000     0.562     4.000
     1.468     0.263     0.687     0.000     0.049     2.000
     0.208     0.000     0.225     0.000     0.775     4.000
    -0.043     0.000     0.119     0.000     0.881     4.000
     2.611     0.990     0.002     0.008     0.000     1.000
    -0.215     0.000     0.074     0.000     0.926     4.000
    -0.041     0.000     0.120     0.000     0.880     4.000
     2.156     0.966     0.033     0.001     0.000     1.000
     1.101     0.030     0.794     0.000     0.176     2.000
     0.394     0.000     0.340     0.000     0.660     4.000
     0.224     0.000     0.234     0.000     0.766     4.000
     0.033     0.000     0.145     0.000     0.855     4.000
     0.379     0.000     0.330     0.000     0.670     4.000
    -0.059     0.000     0.114     0.000     0.886     4.000
    -0.118     0.000     0.097     0.000     0.903     4.000
     3.222     0.823     0.000     0.177     0.000     1.000
     1.744     0.679     0.311     0.000     0.010     1.000
     0.748     0.002     0.602     0.000     0.395     2.000
     0.454     0.000     0.382     0.000     0.617     4.000
    -0.081     0.000     0.107     0.000     0.893     4.000
     2.202     0.974     0.025     0.001     0.000     1.000
     0.063     0.000     0.157     0.000     0.843     4.000
     0.105     0.000     0.175     0.000     0.825     4.000
     0.334     0.000     0.300     0.000     0.700     4.000
     1.783     0.732     0.261     0.000     0.007     1.000
     1.440     0.229     0.715     0.000     0.056     2.000
    -0.353     0.000     0.050     0.000     0.950     4.000
    -0.162     0.000     0.086     0.000     0.914     4.000
     1.225     0.067     0.810     0.000     0.123     2.000
     0.807     0.004     0.644     0.000     0.352     2.000
     0.397     0.000     0.342     0.000     0.657     4.000
     1.021     0.017     0.765     0.000     0.217     2.000
     0.608     0.001     0.498     0.000     0.502     4.000
    -0.422     0.000     0.040     0.000     0.960     4.000
     0.147     0.000     0.195     0.000     0.805     4.000
     1.349     0.140     0.779     0.000     0.081     2.000
     0.159     0.000     0.201     0.000     0.799     4.000
    -0.093     0.000     0.104     0.000     0.896     4.000
     0.702     0.002     0.569     0.000     0.429     2.000
     1.119     0.034     0.799     0.000     0.168     2.000
     1.153     0.042     0.805     0.000     0.152     2.000
    -0.248     0.000     0.067     0.000     0.933     4.000
     0.870     0.006     0.685     0.000     0.309     2.000
     0.843     0.005     0.668     0.000     0.327     2.000
    -1.129     0.000     0.005     0.000     0.995     4.000
     0.148     0.000     0.195     0.000     0.805     4.000
    -0.135     0.000     0.092     0.000     0.908     4.000
     0.515     0.000     0.427     0.000     0.572     4.000
     0.492     0.000     0.410     0.000     0.590     4.000
     0.941     0.010     0.727     0.000     0.263     2.000
     0.860     0.006     0.679     0.000     0.316     2.000
    -0.908     0.000     0.009     0.000     0.991     4.000
     0.139     0.000     0.191     0.000     0.809     4.000
    -0.508     0.000     0.031     0.000     0.969     4.000
     1.230     0.069     0.810     0.000     0.121     2.000
     0.619     0.001     0.506     0.000     0.493     2.000
    -0.024     0.000     0.125     0.000     0.875     4.000
     1.462     0.256     0.693     0.000     0.051     2.000
     1.401     0.187     0.747     0.000     0.066     2.000
     0.978     0.013     0.746     0.000     0.241     2.000
     0.224     0.000     0.234     0.000     0.766     4.000
     0.441     0.000     0.373     0.000     0.627     4.000
     1.088     0.027     0.790     0.000     0.182     2.000
    -0.654     0.000     0.020     0.000     0.980     4.000
     1.021     0.017     0.766     0.000     0.217     2.000
     0.665     0.001     0.541     0.000     0.458     2.000
     0.162     0.000     0.202     0.000     0.798     4.000
     0.198     0.000     0.220     0.000     0.780     4.000
     0.209     0.000     0.226     0.000     0.774     4.000
     0.831     0.005     0.660     0.000     0.335     2.000
    -0.409     0.000     0.042     0.000     0.958     4.000
     0.859     0.006     0.678     0.000     0.316     2.000
     0.986     0.014     0.750     0.000     0.237     2.000
     1.119     0.034     0.799     0.000     0.168     2.000
    -0.044     0.000     0.118     0.000     0.882     4.000
     0.510     0.000     0.424     0.000     0.576     4.000
     1.029     0.018     0.769     0.000     0.213     2.000
     1.262     0.084     0.807     0.000     0.109     2.000
     0.072     0.000     0.161     0.000     0.839     4.000
     0.935     0.010     0.724     0.000     0.267     2.000
     2.023     0.926     0.073     0.000     0.001     1.000
     1.514     0.326     0.634     0.000     0.040     2.000
     0.820     0.004     0.653     0.000     0.343     2.000
     0.525     0.000     0.435     0.000     0.564     4.000
     0.807     0.004     0.644     0.000     0.352     2.000
     1.980     0.905     0.093     0.000     0.001     1.000
     1.923     0.869     0.128     0.000     0.002     1.000
     1.911     0.860     0.137     0.000     0.003     1.000
     2.326     0.987     0.011     0.002     0.000     1.000
     0.989     0.014     0.751     0.000     0.235     2.000
    -0.328     0.000     0.053     0.000     0.947     4.000
    -0.091     0.000     0.104     0.000     0.896     4.000
     1.326     0.124     0.789     0.000     0.088     2.000
     0.168     0.000     0.205     0.000     0.795     4.000
     3.055     0.920     0.000     0.080     0.000     1.000
     2.532     0.992     0.003     0.005     0.000     1.000
     2.764     0.982     0.001     0.018     0.000     1.000
     2.376     0.989     0.008     0.002     0.000     1.000
     2.219     0.977     0.022     0.001     0.000     1.000
     2.563     0.991     0.003     0.006     0.000     1.000
     1.946     0.885     0.113     0.000     0.002     1.000
     3.255     0.795     0.000     0.205     0.000     1.000
     2.811     0.977     0.001     0.023     0.000     1.000
     2.604     0.991     0.002     0.008     0.000     1.000
     3.021     0.932     0.000     0.068     0.000     1.000
     2.798     0.978     0.001     0.021     0.000     1.000
     4.375     0.009     0.000     0.991     0.000     3.000
     2.332     0.987     0.011     0.002     0.000     1.000
     1.979     0.905     0.094     0.000     0.001     1.000
     3.602     0.372     0.000     0.628     0.000     3.000
     2.124     0.959     0.040     0.001     0.000     1.000
     2.372     0.989     0.009     0.002     0.000     1.000
     2.959     0.951     0.000     0.049     0.000     1.000
     4.083     0.042     0.000     0.958     0.000     3.000
     2.389     0.990     0.008     0.002     0.000     1.000
     2.447     0.991     0.005     0.003     0.000     1.000
     3.330     0.721     0.000     0.279     0.000     1.000
     3.230     0.816     0.000     0.184     0.000     1.000
     3.167     0.862     0.000     0.138     0.000     1.000
     2.533     0.992     0.003     0.005     0.000     1.000
     2.209     0.975     0.024     0.001     0.000     1.000
     3.043     0.924     0.000     0.076     0.000     1.000
     2.510     0.992     0.004     0.005     0.000     1.000
     3.397     0.642     0.000     0.358     0.000     1.000
     2.532     0.992     0.003     0.005     0.000     1.000
     3.288     0.764     0.000     0.236     0.000     1.000
     2.005     0.918     0.081     0.000     0.001     1.000
     2.593     0.991     0.002     0.007     0.000     1.000
     3.373     0.672     0.000     0.328     0.000     1.000
     4.011     0.061     0.000     0.939     0.000     3.000
     2.467     0.992     0.005     0.004     0.000     1.000
     4.600     0.003     0.000     0.997     0.000     3.000
