     0.775     1.000     1.000
     1.027     1.000     1.000
     0.724     1.000     1.000
     1.548     1.000     1.000
     0.364     1.000     1.000
     0.195     1.000     1.000
     0.529     1.000     1.000
     1.468     1.000     1.000
     0.208     1.000     1.000
    -0.043     1.000     1.000
     2.611     1.000     1.000
    -0.215     1.000     1.000
    -0.041     1.000     1.000
     2.156     1.000     1.000
     1.101     1.000     1.000
     0.394     1.000     1.000
     0.224     1.000     1.000
     0.033     1.000     1.000
     0.379     1.000     1.000
    -0.059     1.000     1.000
    -0.118     1.000     1.000
     3.222     1.000     1.000
     1.744     1.000     1.000
     0.748     1.000     1.000
     0.454     1.000     1.000
    -0.081     1.000     1.000
     2.202     1.000     1.000
     0.063     1.000     1.000
     0.105     1.000     1.000
     0.334     1.000     1.000
     1.783     1.000     1.000
     1.440     1.000     1.000
    -0.353     1.000     1.000
    -0.162     1.000     1.000
     1.225     1.000     1.000
     0.807     1.000     1.000
     0.397     1.000     1.000
     1.021     1.000     1.000
     0.608     1.000     1.000
    -0.422     1.000     1.000
     0.147     1.000     1.000
     1.349     1.000     1.000
     0.159     1.000     1.000
    -0.093     1.000     1.000
     0.702     1.000     1.000
     1.119     1.000     1.000
     1.153     1.000     1.000
    -0.248     1.000     1.000
     0.870     1.000     1.000
     0.843     1.000     1.000
    -1.129     1.000     1.000
     0.148     1.000     1.000
    -0.135     1.000     1.000
     0.515     1.000     1.000
     0.492     1.000     1.000
     0.941     1.000     1.000
     0.860     1.000     1.000
    -0.908     1.000     1.000
     0.139     1.000     1.000
    -0.508     1.000     1.000
     1.230     1.000     1.000
     0.619     1.000     1.000
    -0.024     1.000     1.000
     1.462     1.000     1.000
     1.401     1.000     1.000
     0.978     1.000     1.000
     0.224     1.000     1.000
     0.441     1.000     1.000
     1.088     1.000     1.000
    -0.654     1.000     1.000
     1.021     1.000     1.000
     0.665     1.000     1.000
     0.162     1.000     1.000
     0.198     1.000     1.000
     0.209     1.000     1.000
     0.831     1.000     1.000
    -0.409     1.000     1.000
     0.859     1.000     1.000
     0.986     1.000     1.000
     1.119     1.000     1.000
    -0.044     1.000     1.000
     0.510     1.000     1.000
     1.029     1.000     1.000
     1.262     1.000     1.000
     0.072     1.000     1.000
     0.935     1.000     1.000
     2.023     1.000     1.000
     1.514     1.000     1.000
     0.820     1.000     1.000
     0.525     1.000     1.000
     0.807     1.000     1.000
     1.980     1.000     1.000
     1.923     1.000     1.000
     1.911     1.000     1.000
     2.326     1.000     1.000
     0.989     1.000     1.000
    -0.328     1.000     1.000
    -0.091     1.000     1.000
     1.326     1.000     1.000
     0.168     1.000     1.000
     3.055     1.000     1.000
     2.532     1.000     1.000
     2.764     1.000     1.000
     2.376     1.000     1.000
     2.219     1.000     1.000
     2.563     1.000     1.000
     1.946     1.000     1.000
     3.255     1.000     1.000
     2.811     1.000     1.000
     2.604     1.000     1.000
     3.021     1.000     1.000
     2.798     1.000     1.000
     4.375     1.000     1.000
     2.332     1.000     1.000
     1.979     1.000     1.000
     3.602     1.000     1.000
     2.124     1.000     1.000
     2.372     1.000     1.000
     2.959     1.000     1.000
     4.083     1.000     1.000
     2.389     1.000     1.000
     2.447     1.000     1.000
     3.330     1.000     1.000
     3.230     1.000     1.000
     3.167     1.000     1.000
     2.533     1.000     1.000
     2.209     1.000     1.000
     3.043     1.000     1.000
     2.510     1.000     1.000
     3.397     1.000     1.000
     2.532     1.000     1.000
     3.288     1.000     1.000
     2.005     1.000     1.000
     2.593     1.000     1.000
     3.373     1.000     1.000
     4.011     1.000     1.000
     2.467     1.000     1.000
     4.600     1.000     1.000
     4.273     1.000     1.000
     2.020     1.000     1.000
     4.308     1.000     1.000
     2.920     1.000     1.000
     1.878     1.000     1.000
     2.313     1.000     1.000
     1.910     1.000     1.000
     3.187     1.000     1.000
     2.544     1.000     1.000
     3.220     1.000     1.000
     2.161     1.000     1.000
     2.898     1.000     1.000
     3.955     1.000     1.000
     3.726     1.000     1.000
     2.141     1.000     1.000
     4.094     1.000     1.000
     2.585     1.000     1.000
     3.780     1.000     1.000
     1.760     1.000     1.000
     2.512     1.000     1.000
     4.270     1.000     1.000
     3.242     1.000     1.000
     4.789     1.000     1.000
     1.930     1.000     1.000
     1.693     1.000     1.000
     3.283     1.000     1.000
     2.633     1.000     1.000
     2.894     1.000     1.000
     3.677     1.000     1.000
     3.268     1.000     1.000
     2.960     1.000     1.000
     3.038     1.000     1.000
     4.000     1.000     1.000
     2.002     1.000     1.000
     2.002     1.000     1.000
     2.010     1.000     1.000
     2.283     1.000     1.000
     2.061     1.000     1.000
     3.494     1.000     1.000
     2.481     1.000     1.000
     2.478     1.000     1.000
     4.280     1.000     1.000
     2.567     1.000     1.000
     2.640     1.000     1.000
     2.664     1.000     1.000
     1.734     1.000     1.000
     2.754     1.000     1.000
     3.369     1.000     1.000
     3.281     1.000     1.000
     2.263     1.000     1.000
     3.257     1.000     1.000
     2.378     1.000     1.000
     2.475     1.000     1.000
     2.895     1.000     1.000
     2.625     1.000     1.000
     2.781     1.000     1.000
     2.734     1.000     1.000
     2.199     1.000     1.000
     3.135     1.000     1.000
     1.051     1.000     1.000
     2.657     1.000     1.000
     2.808     1.000     1.000
